ID,traffic_volume
5001,576.774742908754
5002,306.67035297680985
5003,760.0528821226847
5004,2507.8549521836653
5005,5571.843699958788
5006,4929.1923628010045
5007,4488.395116394026
5008,4684.319470141058
5009,4960.231090456659
5010,4984.605658433297
5011,5373.46898012985
5012,5352.051425936579
5013,3166.7211732870805
5014,2045.3717565772713
5015,1661.3001768112626
5016,662.4867496950538
5017,1084.9063506437622
5018,1990.3232431369884
5019,2651.1716189822146
5020,3481.6770558883945
5021,4842.890896732494
5022,4706.0533233705
5023,4753.533184675976
5024,4070.0419956415653
5025,3350.6185755969827
5026,2753.273647218116
5027,2931.1020432091523
5028,2950.310741133753
5029,1171.5540918818647
5030,760.5944463638215
5031,285.50104710979804
5032,246.9760599725967
5033,1178.2870247053086
5034,3277.584421765143
5035,4156.032277056851
5036,4241.059850358
5037,4502.034175862663
5038,3864.2598868413365
5039,2662.6395181381545
5040,2271.382796969277
5041,2013.8812852414037
5042,1623.7543390376811
5043,301.9069176328208
5044,5728.543835599512
5045,4500.965293094356
5046,3975.474278116371
5047,4764.400798371093
5048,5415.160995883457
5049,6319.724252394968
5050,5964.537712401673
5051,4378.757716013366
5052,2912.964390979446
5053,1620.6472911371638
5054,1324.9696874646338
5055,277.7958508900365
5056,249.46512256159878
5057,311.8463484418613
5058,2539.9337031408995
5059,5196.985888445287
5060,4761.150126494698
5061,4815.437249588875
5062,5120.388932498177
5063,6778.4702893927715
5064,4438.367249380897
5065,2899.593946639684
5066,2616.3445175635347
5067,1793.0903011901773
5068,405.33989998921624
5069,323.4145250300176
5070,337.8211078106844
5071,361.6291876292607
5072,819.6935000472604
5073,2703.708165102833
5074,4074.5512116297477
5075,4460.058315740202
5076,6439.390341483754
5077,5904.864385675274
5078,3197.9367152797336
5079,815.6382755703692
5080,6587.292415754255
5081,5680.766771680281
5082,4377.513227017899
5083,4711.784754977835
5084,5466.2704098149325
5085,5895.922630018692
5086,4709.0935472448755
5087,3409.9239295506973
5088,1947.1183022058958
5089,511.30079303555516
5090,423.61873574703606
5091,442.30270389569716
5092,467.39788853831084
5093,476.7102502229573
5094,930.7462255689846
5095,930.319627114023
5096,2720.4036455832934
5097,2714.9209142907166
5098,5934.803179959618
5099,5233.902291516615
5100,4906.403062910985
5101,4926.017327355692
5102,5234.933359914608
5103,5651.224588604852
5104,5980.596792233137
5105,5956.379443981356
5106,4819.466699338112
5107,3767.8592720442048
5108,3314.8572855751327
5109,2190.5612403768714
5110,730.4304257325327
5111,472.2207572574883
5112,683.8812636570847
5113,1720.685668487471
5114,2754.9981916295933
5115,3634.6140591428607
5116,4415.66284648847
5117,4698.829335330509
5118,4482.200304821296
5119,3738.24951419902
5120,2843.049865792207
5121,2019.2026717308652
5122,1106.0993604022544
5123,598.195029203218
5124,362.0877843096099
5125,321.88931755510947
5126,860.6185429111761
5127,1452.8460952538483
5128,1608.329754817293
5129,2084.026710697821
5130,2217.476930387142
5131,2324.5234694005753
5132,2571.5017040925527
5133,2484.8257565991817
5134,2559.2426110060255
5135,2249.9260817241043
5136,1746.6653706176887
5137,1506.0582513542115
5138,277.0163167971538
5139,703.568320980306
5140,774.8595119927062
5141,735.424196289352
5142,2315.74733187336
5143,5519.952894155348
5144,5146.443936914633
5145,5036.173659938118
5146,3763.029318905228
5147,3776.3738750706543
5148,3758.7432085152595
5149,3868.587083950685
5150,3912.741049466444
5151,3912.741049466444
5152,3868.587083950685
5153,4238.872448641347
5154,4200.356634972818
5155,4200.356634972818
5156,4700.333460569262
5157,4667.339182940881
5158,4700.333460569262
5159,5064.089860144531
5160,5769.248875331401
5161,6078.995996276432
5162,5789.363900082075
5163,4052.3004359756583
5164,2680.2402298973907
