ID,traffic_volume
5001,591.5662239489595
5002,365.2381269576332
5003,792.8635843152754
5004,2676.4528292414834
5005,5490.474461667939
5006,4832.121181566432
5007,4417.902915195869
5008,4673.163740400966
5009,5017.653412706162
5010,5062.2783376220195
5011,5393.435830528215
5012,5350.4619328323115
5013,3232.826392541762
5014,2379.4247552677652
5015,1818.5152790870623
5016,878.3854845107045
5017,1449.3796514918213
5018,2285.1050136420863
5019,3007.208568247102
5020,3653.250364598827
5021,4835.9981161931555
5022,4560.210560760592
5023,4641.08049666275
5024,4235.775011403828
5025,3549.5519357121784
5026,2873.537908398094
5027,3041.8908563172704
5028,3312.6838623905833
5029,1154.5194077024084
5030,778.2322973425144
5031,290.30445904272705
5032,250.07133798619003
5033,1088.3143649368965
5034,3255.4210019911575
5035,4258.808855050538
5036,4250.292931166132
5037,4501.225736207973
5038,4013.862968302846
5039,2436.0381311147007
5040,2196.7558076892374
5041,2008.0668084473907
5042,1840.5718728478323
5043,347.1121596328802
5044,5309.788606870367
5045,4361.188292896811
5046,4137.314232077605
5047,4811.998029348397
5048,5341.995026392589
5049,6142.958799790763
5050,5645.555276453948
5051,4188.330465218403
5052,2854.4010359297
5053,1617.2942297440509
5054,1355.7744282392773
5055,201.35847703095655
5056,145.69770155414287
5057,271.99017925255225
5058,2507.8045885454
5059,5292.071938449173
5060,5033.560749377119
5061,4701.385269190342
5062,5103.546209951363
5063,6695.476121062853
5064,4617.059664313622
5065,3118.1250973915867
5066,2802.403999427642
5067,1733.1300709606578
5068,424.4549155562087
5069,328.1175807232517
5070,323.6616355502176
5071,286.4571386664068
5072,812.8094753896132
5073,2707.4428567454333
5074,4150.344881214906
5075,4612.398680406663
5076,6221.868494845221
5077,5987.128478976798
5078,3282.8974462252195
5079,869.7172764700188
5080,6762.330607318288
5081,6155.864331251527
5082,4424.147710577007
5083,4703.869484061352
5084,5587.205726541198
5085,6108.29301509102
5086,4892.713908619025
5087,3562.5459387697038
5088,1992.908989988562
5089,570.1826019003602
5090,502.7979593264839
5091,497.5725276833529
5092,547.2794896863711
5093,531.1602227772108
5094,963.3459423833613
5095,951.419465532115
5096,2801.784604798064
5097,2789.1845174105674
5098,5834.42722601059
5099,5105.765408147072
5100,4783.33270606175
5101,4906.75843798358
5102,5267.969614842754
5103,5664.780703348257
5104,5958.1694116761955
5105,5749.51136087859
5106,4917.681251387843
5107,3811.4296973844657
5108,3354.108681060591
5109,2015.3606942165097
5110,729.7490138015488
5111,598.343907747376
5112,788.7664703395246
5113,1795.9626860626827
5114,3071.905136957801
5115,3931.0968213963934
5116,4593.64158936237
5117,4664.538121029057
5118,4658.7146181132675
5119,4013.8111375596536
5120,3151.376820890137
5121,2050.5313758840107
5122,1075.8997635305934
5123,587.7774872393205
5124,391.7781827900878
5125,363.07280921058856
5126,911.5816135537282
5127,1395.8466385452323
5128,1419.2387576981234
5129,2017.0945403633086
5130,2614.5504232334983
5131,2596.486442038171
5132,2600.8209876040028
5133,2555.945259028603
5134,2603.6567705527
5135,2257.7717879652537
5136,1552.6608441645803
5137,1475.9787664747366
5138,324.6408281344078
5139,748.1226939347627
5140,806.193193530918
5141,758.357980611709
5142,2394.1660936579674
5143,5608.017000482177
5144,5087.755592517654
5145,5169.01010929159
5146,3975.8476248004217
5147,3937.9529116211897
5148,3967.4512705205943
5149,4049.360350158755
5150,4013.592963695709
5151,4022.990389796313
5152,3842.892195463853
5153,4249.924825249615
5154,4278.857606705926
5155,4040.6188949954803
5156,4678.154147486888
5157,4687.296151441865
5158,4688.116470234441
5159,5240.318645565198
5160,6093.077424389892
5161,6175.7059534734035
5162,5710.569118276572
5163,4139.501310488546
5164,2843.0278903906665
5165,2477.036126216639
5166,1531.096368190212
5167,892.4563718297075
5168,925.3226769869798
5169,528.2771799715435
5170,325.6967281567754
5171,965.5987522766682
5172,5908.159121505617
5173,4599.450189819008
5174,4735.190549468797
5175,2740.4036586476686
5176,2134.267511887796
5177,485.1141525413276
5178,290.8166238769162
5179,221.55216323680418
5180,985.4066061574938
5181,2484.6622804473536
5182,4455.122578063549
5183,4968.036174367694
5184,6590.0753630406725
5185,6009.34668238878
5186,4460.975409536221
5187,2688.3381910269773
5188,1697.9481720156873
5189,249.11678030658058
5190,138.2928373333623
5191,600.4498488883603
5192,1964.637801441986
5193,4661.786710399042
5194,5027.802446988757
5195,5936.190953990673
5196,6508.98410427509
5197,6098.5322218680585
5198,6121.443059286156
5199,4724.607026931923
5200,3427.1396025023623
5201,3053.7267069402697
5202,3044.0202713722956
5203,3454.044063337258
5204,3378.9153136200707
5205,3458.778255420415
5206,1611.8555754125766
5207,1852.5985392758696
5208,1662.3461892486143
5209,487.940952550245
5210,495.3229435867855
5211,413.185263913251
5212,441.6023490594148
5213,491.1938651784649
5214,914.5531260182407
5215,2624.7776412968333
5216,5727.613010537158
5217,5243.886929815363
5218,4763.698570833571
5219,5403.191326060197
5220,5785.2747597985635
5221,5859.950112345328
5222,5626.931720200979
5223,4620.157606260833
5224,2836.2255638395263
5225,2428.3681609024406
5226,1663.7224432252358
5227,966.8381872313983
5228,289.7580397976963
5229,628.0274701701316
5230,1842.2687342807744
5231,2595.166800707895
5232,3651.046044872763
5233,4100.969718035188
5234,4282.048950673868
5235,4785.60110589503
5236,4744.473479903348
5237,4873.184067781086
5238,4815.605041948539
5239,4602.278529173961
5240,3645.19518728103
5241,3314.4147324662504
5242,3224.7363145143718
5243,846.133552650283
5244,578.2367651787648
