ID,traffic_volume
5001,572.5463955777363
5002,336.92884505387616
5003,759.9939842862287
5004,2525.750744394538
5005,5696.960532003042
5006,5157.454668703593
5007,4637.244282455491
5008,4924.523287350758
5009,5052.24492964019
5010,5121.767095912732
5011,5299.033383520232
5012,5291.228356627584
5013,3086.9542860083047
5014,2121.1339134245386
5015,1622.333672550831
5016,743.2182091382234
5017,1230.6147341987732
5018,2256.843487493249
5019,2925.8404673547707
5020,3555.869712463536
5021,4840.747711996467
5022,4742.448768325708
5023,4816.145272916494
5024,3837.5161699068353
5025,3319.5188637866804
5026,2644.6454096956245
5027,2922.3377019722525
5028,3306.071367165228
5029,1164.3089197708584
5030,725.1115702148722
5031,326.2559948492864
5032,295.4522738977709
5033,1228.1220567373543
5034,3172.2732444840976
5035,4086.4988662745286
5036,4173.324976731956
5037,4359.161223840154
5038,3809.591018704959
5039,2221.746339000735
5040,2206.5444588281084
5041,1651.3461784134938
5042,1635.4839861126134
5043,277.38353392647724
5044,5577.070270767546
5045,4483.5621141008505
5046,4056.415493306346
5047,4814.448777866379
5048,5298.425657716738
5049,6214.055140922314
5050,5762.899159030433
5051,4217.633396443955
5052,2893.9931844794733
5053,1974.127447525563
5054,1439.8712766484196
5055,334.010922975448
5056,304.7768519144235
5057,305.6425217105073
5058,2575.07955709891
5059,5411.666012620615
5060,5370.128394810106
5061,4828.410730718865
5062,5244.00120288665
5063,6629.055381271872
5064,4525.055602395554
5065,3047.222188919764
5066,2640.5155945227757
5067,1775.721083704326
5068,551.1499188760442
5069,357.7839239438022
5070,344.44703159364883
5071,314.9042931459903
5072,745.1269432299644
5073,2690.7757448225148
5074,4175.482852762093
5075,4614.6377666496965
5076,6440.685211534811
5077,6065.75744883028
5078,3360.988762510825
5079,790.2907793934845
5080,6614.694962795148
5081,5862.793253548647
5082,4380.519718007308
5083,4661.447864685914
5084,5492.208912144634
5085,6194.601139912051
5086,4726.618237682224
5087,3581.726629208422
5088,2132.6408622505946
5089,554.7508534141947
5090,407.89535378812656
5091,412.6349579505045
5092,434.552502274888
5093,424.8174600940859
5094,840.3688642907391
5095,840.8314051116487
5096,2623.7611805746324
5097,2629.2045453024057
5098,5829.903260531484
5099,5140.126222442988
5100,4668.049341045792
5101,5008.710567827135
5102,5295.870834268123
5103,5579.356886562947
5104,5957.294592893543
5105,6121.799344177484
5106,4878.051856951148
5107,3631.3349853299796
5108,3321.859636436681
5109,2247.9946846848293
5110,689.0600742785435
5111,435.47095159927494
5112,728.842467738362
5113,2005.2647091919723
5114,2940.437152353159
5115,3911.4043723314603
5116,4406.187706308434
5117,4695.373040932694
5118,4529.8600194323035
5119,3941.681974833969
5120,3262.31959457251
5121,2024.9646689900324
5122,1135.5914767481108
5123,544.8470780845563
5124,327.8460085305487
5125,293.4335851590997
5126,699.0645009457563
5127,1292.5198906407124
5128,1368.3653958126802
5129,2047.9612237695137
5130,2510.2977057661606
5131,2832.8226919255785
5132,3125.924107687727
5133,2969.4317001087325
5134,2578.7161738759996
5135,2371.813101378095
5136,1430.2192956577057
5137,1038.984401346975
5138,320.3090894775536
5139,710.2434947732776
5140,784.9934035828381
5141,716.1314832931504
5142,2361.803008508633
5143,5700.363724685079
5144,5126.6785257656065
5145,5101.327434109567
5146,3846.7946092817206
5147,3837.8840405869564
5148,3848.8814795105886
5149,3945.9613572836415
5150,3935.8091029476805
5151,3974.1316069852287
5152,3906.7275160582158
5153,4174.60559905379
5154,4171.742497175035
5155,4116.5153000772125
5156,4699.394702478539
5157,4718.584227364214
5158,4702.362846187554
5159,5122.1056881533095
5160,6147.5985076781435
5161,6164.476786711039
5162,5723.053111739762
5163,4090.0020798310225
5164,2797.4768775300267
5165,2313.61367997889
5166,1600.6204260005995
5167,741.2957973802413
5168,886.8739255892413
5169,535.4829475079448
5170,295.5834514590428
5171,820.4168701546283
5172,5900.4499913598465
5173,4526.301077570964
5174,4576.336054995232
5175,2885.3374620664954
5176,2331.7352737001797
5177,585.4832999638455
5178,363.528722804224
5179,282.38570289038694
5180,827.2930646466117
5181,2637.1947886310363
5182,4459.001094938708
5183,4970.482617009728
5184,6581.279898098873
5185,5925.756978173331
5186,4541.794555132215
5187,2636.854823975785
5188,2128.070124300788
5189,367.503326942379
5190,285.92939029569675
5191,768.5837253809021
5192,2480.2103023173836
5193,4643.756422283506
5194,4997.378790056663
5195,5708.6687606224095
5196,6423.983159002811
5197,5952.082527181602
5198,5938.743389968851
5199,4427.243758115098
5200,3364.691876271556
5201,2988.128990187655
5202,3034.1762141133877
5203,3311.627029035249
5204,3239.509658886361
5205,3322.549371551006
5206,1802.5039684442406
5207,1979.9074190175704
5208,1841.890160077388
5209,453.6751208484763
5210,441.2822288134851
5211,300.23981525762474
5212,367.7242394454747
5213,372.46493499328784
5214,796.9426586166968
5215,2530.3099128737745
5216,5875.477273927559
5217,5509.19084216685
5218,4652.186241613761
5219,5375.885376310635
5220,5639.3024891330415
5221,5853.558883045332
5222,5993.5504261882415
5223,4660.763413734743
5224,2933.5275629953626
5225,2375.648772848351
5226,1725.012100041392
5227,781.5339445222093
5228,338.1964215475018
5229,698.8242854908756
5230,1947.238112812536
5231,2811.7639302397133
5232,3624.954220346784
5233,3914.4464815285287
5234,4209.586461677251
5235,4742.464519014157
5236,4713.751391588065
5237,4817.850107065125
5238,4767.587045110394
5239,4560.098943556067
5240,3559.989807714375
5241,3076.8519563994787
5242,3182.296120595914
5243,811.9366930334912
5244,580.515936968409
5245,435.03698710374454
5246,1079.0345169819202
5247,1668.5257629989208
5248,1673.2160764048463
5249,3209.6696773590215
5250,3586.2416666469517
5251,3969.500475447224
5252,4238.639841458109
5253,4227.3744014115855
5254,4196.456154811379
5255,4265.617219530715
5256,3535.7906897773746
5257,3097.667320225557
5258,2327.8223350339554
5259,1658.4374148074987
5260,1550.8599688295205
5261,541.4059927642593
5262,323.76729408124095
5263,310.4137693470979
5264,798.7467594052022
5265,2458.546002712046
5266,5106.408693315785
5267,5803.903571917373
5268,3972.6237669870557
5269,3730.1232641847596
5270,4411.32065703473
5271,4835.617218483724
5272,4891.813680478364
5273,5827.051405611358
5274,3670.3706609608594
5275,2712.3998319625666
5276,2244.339403226369
5277,311.5215490849054
5278,839.6577669465535
5279,2676.340543545205
5280,5621.284487949992
5281,5812.481692845772
5282,4184.945693718981
5283,4314.400340773599
5284,5120.77554606884
5285,2599.4812767354933
5286,2583.107206337065
5287,1951.1403054973794
5288,791.8240738522038
5289,2669.6272673091953
5290,6025.733254438763
5291,5482.9761138205595
5292,4334.577474381866
5293,4889.0134781132365
5294,5213.501015716792
5295,2873.706303958635
5296,969.2226923117419
5297,357.85184663750715
5298,915.7731194648371
5299,2748.575803791111
5300,5630.883394807226
5301,4423.849099122656
5302,4857.7380199513245
5303,5364.996307496089
5304,6419.38477844981
5305,5466.8851182463995
5306,3194.620386405329
5307,2887.7791467421553
5308,2774.596723125191
5309,2327.738744390058
5310,508.42069798838617
5311,248.18349774907284
5312,215.6309297757758
5313,4654.093396248283
5314,4363.796500206066
5315,3672.6221374070756
